order_id,customer_id,order_date,total_amount
2462,1237,2023-01-05,641.1
2463,835,2024-12-23,836.99
2464,3114,2022-11-11,874.42
2465,3990,2022-09-19,555.79
2466,2528,2023-01-01,977.42
2467,3484,2023-02-21,136.34
2468,4370,2023-08-18,722.2
2469,2104,2023-01-10,810.24
2470,2726,2024-10-30,431.83
2471,83,2023-04-04,635.77
2472,2897,2025-08-22,25.05
2473,3226,2023-04-04,753.36
2474,4490,2024-03-04,768.28
2475,3691,2023-07-02,327.76
2476,2732,2025-08-09,440.82
2477,3163,2024-04-15,495.42
2478,2825,2024-05-25,970.51
2479,3739,2023-06-12,172.72
2480,3184,2025-07-05,447.6
2481,3414,2023-12-20,225.98
2482,1472,2023-02-05,443.71
2483,1195,2025-02-02,892.84
2484,1111,2024-09-13,381.7
2485,1569,2025-06-05,714.06
2486,774,2025-07-06,617.47
2487,1093,2024-11-01,71.24
2488,3033,2022-09-19,580.49
2489,1043,2023-02-15,33.86
2490,538,2024-12-13,869.16
2491,1330,2023-07-17,967.73
2492,1727,2025-01-26,32.93
2493,3742,2023-11-04,384.1
2494,4151,2023-09-30,716.23
2495,1267,2022-09-12,472.88
2496,163,2023-06-28,285.87
2497,1256,2024-11-19,896.54
2498,4657,2025-01-13,319.85
2499,1995,2023-10-16,784.51
2500,4427,2025-05-14,560.39
2501,1703,2023-05-02,144.47
2502,3163,2023-11-28,546.29
2503,4413,2024-12-26,576.4
2504,3738,2023-05-22,289.82
2505,2048,2025-08-28,713.75
2506,2099,2025-08-16,475.7
2507,4299,2022-12-14,907.27
2508,2738,2023-11-09,611.52
2509,1555,2025-09-07,325.29
2510,837,2024-04-19,407.91
2511,2761,2025-02-02,235.21
2512,3025,2024-03-08,110.82
2513,3654,2025-01-09,619.09
2514,4356,2023-04-01,747.28
2515,1558,2025-05-22,406.21
2516,50,2023-10-04,70.03
2517,4265,2024-12-09,232.85
2518,2726,2023-06-20,875.11
2519,4338,2024-02-20,453.92
2520,3132,2023-12-07,25.19
2521,2531,2024-10-25,527.57
2522,252,2025-04-18,215.94
2523,21,2025-08-28,726.92
2524,2135,2024-09-13,365.44
2525,4886,2024-10-20,967.61
2526,2325,2024-09-27,117.63
2527,4286,2023-05-27,905.09
2528,345,2023-04-01,396.15
2529,1315,2024-05-20,593.01
2530,2658,2023-07-18,446.31
2531,4160,2025-06-01,851.28
2532,3606,2023-08-29,12.4
2533,4406,2025-02-12,213.75
2534,836,2024-08-18,26.99
2535,4577,2025-04-15,620.51
2536,3065,2025-05-09,835.63
2537,1256,2023-07-17,450.82
2538,1040,2024-01-05,572.16
2539,1190,2022-12-12,73.76
2540,4756,2024-07-04,300.36
2541,128,2022-10-26,388.6
2542,1819,2024-11-02,420.1
2543,4611,2024-11-22,163.77
2544,1201,2024-02-16,878.27
2545,143,2024-07-08,337.74
2546,3051,2025-09-03,234.83
2547,2284,2022-11-23,744.27
2548,3425,2024-09-28,984.21
2549,3784,2023-06-02,210.78
2550,2727,2022-10-02,60.94
2551,2054,2023-06-12,465.58
2552,1228,2023-11-19,44.61
2553,4807,2024-08-07,314.07
2554,2703,2023-03-19,67.17
2555,2081,2025-04-08,803.86
2556,4862,2022-11-14,960.29
2557,1936,2025-06-12,681.98
2558,1045,2025-04-02,950.59
2559,761,2024-03-25,409.38
2560,4780,2024-02-12,170.09
2561,512,2023-10-30,178.85
2562,2355,2023-08-11,978.14
2563,1857,2025-06-30,745.64
2564,2399,2025-02-15,827.49
2565,634,2022-10-24,758.08
2566,174,2024-07-31,827.78
2567,3644,2025-03-10,508.19
2568,356,2023-08-06,530.1
2569,707,2024-04-26,85.19
2570,215,2022-12-29,373.78
2571,1965,2023-01-29,747.1
2572,67,2025-03-17,639.02
2573,2970,2022-12-03,564.65
2574,2057,2024-11-18,346.08
2575,2437,2023-07-13,735.39
2576,3565,2024-07-14,258.82
2577,3638,2022-10-29,283.22
2578,2904,2023-01-26,466.22
2579,4239,2022-12-03,72.17
2580,2130,2023-10-23,975.66
2581,2086,2024-03-29,630.24
2582,1081,2025-06-14,763.42
2583,3538,2025-07-07,138.23
2584,411,2023-01-07,664.36
2585,34,2023-05-26,351.43
2586,4396,2024-11-12,814.07
2587,1040,2023-03-29,73.72
2588,2471,2023-11-25,64.65
2589,2259,2024-12-04,10.61
2590,1912,2023-02-27,829.0
2591,737,2023-02-28,521.38
2592,3093,2024-12-22,534.87
2593,3519,2025-08-27,631.36
2594,962,2025-06-10,256.61
2595,4353,2024-06-20,135.93
2596,3980,2023-09-22,672.5
2597,556,2025-04-26,138.96
2598,3019,2024-11-07,652.8
2599,1795,2023-03-17,713.48
2600,2492,2022-09-24,278.91
2601,3305,2023-12-25,201.11
2602,4137,2022-12-05,931.68
2603,3856,2023-09-25,301.6
2604,2941,2024-11-21,805.38
2605,691,2023-04-27,198.72
2606,4896,2024-05-01,767.12
2607,4153,2023-02-27,880.15
2608,2663,2022-09-15,382.5
2609,2225,2025-01-17,424.99
2610,431,2022-11-09,398.85
2611,4407,2024-09-13,146.83
2612,4503,2025-02-20,676.3
2613,943,2024-12-02,971.41
2614,2034,2023-03-19,188.1
2615,4278,2024-10-14,255.94
2616,300,2023-12-17,526.54
2617,4047,2025-05-01,304.98
2618,2408,2023-01-12,442.93
2619,2141,2023-04-10,648.66
2620,1105,2023-05-17,77.26
2621,2683,2023-03-08,722.78
2622,1176,2024-11-30,331.07
2623,845,2023-01-04,962.58
2624,3918,2023-08-07,517.85
2625,2796,2024-08-23,763.03
2626,1903,2023-06-20,712.93
2627,2626,2024-02-29,778.87
2628,3685,2023-06-26,352.57
2629,3299,2023-05-10,642.82
2630,2135,2025-05-31,196.73
2631,1174,2024-05-08,334.17
2632,2523,2022-11-29,706.86
2633,2282,2023-12-17,263.02
2634,2556,2023-06-14,624.92
2635,3044,2024-09-28,772.1
2636,1883,2023-08-07,243.41
2637,1779,2025-08-06,768.3
2638,153,2024-07-26,784.17
2639,3590,2023-04-26,987.85
2640,1070,2024-08-26,630.02
2641,3942,2023-01-10,941.27
2642,3805,2023-09-29,674.75
2643,2790,2024-10-18,992.61
2644,4080,2025-09-01,213.24
2645,4424,2023-08-12,239.47
2646,1681,2022-12-17,209.79
2647,1118,2025-06-11,405.94
2648,3728,2023-02-15,885.21
2649,3327,2025-07-25,197.84
2650,1382,2024-03-07,92.56
2651,4774,2025-03-09,454.11
2652,397,2024-04-26,722.11
2653,3618,2023-07-23,86.15
2654,3561,2024-01-05,771.63
2655,3466,2025-05-24,190.15
2656,2849,2023-03-19,216.29
2657,4888,2024-12-11,104.59
2658,3666,2022-09-12,149.26
2659,858,2025-08-31,708.26
2660,3452,2023-01-02,636.0
2661,2239,2024-01-28,283.15
2662,1254,2025-05-19,897.04
2663,1200,2025-08-26,655.82
2664,2082,2025-07-10,745.28
2665,4114,2023-03-21,278.96
2666,3032,2025-03-21,433.44
2667,2354,2023-09-19,178.01
2668,3840,2023-05-05,442.02
2669,892,2022-09-13,720.93
2670,2430,2025-04-26,40.32
2671,1544,2023-11-24,182.99
2672,3117,2023-01-05,865.06
2673,4076,2023-06-19,790.36
2674,3303,2023-01-18,402.03
2675,3324,2025-01-14,528.76
2676,1749,2023-01-01,823.74
2677,1878,2023-05-10,957.96
2678,2756,2022-11-27,395.03
2679,1883,2023-08-01,342.84
2680,2780,2023-08-23,58.35
2681,410,2024-06-25,673.09
2682,3638,2023-12-24,655.59
2683,576,2022-12-25,13.27
2684,3157,2024-11-16,818.73
2685,1267,2022-10-18,254.85
2686,4791,2025-02-16,374.97
2687,4680,2023-04-26,698.95
2688,4011,2023-09-02,111.55
2689,1974,2024-12-09,147.36
2690,4664,2025-07-16,763.45
2691,232,2024-07-27,147.55
2692,412,2023-12-02,444.04
2693,3984,2024-09-29,543.04
2694,253,2023-11-22,494.92
2695,123,2025-02-24,879.47
2696,4398,2023-11-03,718.96
2697,2886,2023-01-02,373.39
2698,3246,2024-01-29,416.61
2699,1177,2025-06-21,926.72
2700,4457,2024-01-15,251.5
2701,92,2023-05-09,973.72
2702,98,2023-12-30,779.19
2703,2732,2023-11-24,824.28
2704,3979,2024-02-03,666.57
2705,531,2025-05-07,698.02
2706,203,2025-03-05,339.58
2707,2926,2023-09-26,63.38
2708,1972,2022-11-09,987.19
2709,4930,2025-01-28,341.86
2710,1269,2022-10-30,731.0
2711,1437,2023-07-14,843.24
2712,217,2024-11-25,737.6
2713,4354,2024-06-27,865.39
2714,1256,2023-02-02,556.37
2715,1283,2023-10-30,785.76
2716,846,2023-07-18,271.33
2717,990,2022-11-13,176.03
2718,1215,2025-03-18,578.61
2719,1127,2023-06-11,495.48
2720,2143,2025-06-07,44.99
2721,4565,2024-07-16,999.52
2722,3456,2025-08-21,730.54
2723,826,2023-06-16,305.76
2724,3007,2025-08-04,137.08
2725,4039,2022-12-23,36.37
2726,2930,2025-02-21,179.92
2727,4736,2025-04-09,501.57
2728,1147,2024-03-16,423.03
2729,220,2024-10-27,438.58
2730,854,2024-01-01,889.01
2731,120,2024-04-01,366.57
2732,3063,2023-07-01,257.6
2733,3871,2022-12-19,316.04
2734,4317,2022-11-02,767.74
2735,3827,2024-09-03,958.24
2736,3724,2023-11-12,267.48
2737,180,2024-06-17,156.77
2738,2898,2022-11-15,939.04
2739,692,2025-02-12,555.72
2740,1039,2023-08-14,475.95
2741,3930,2022-12-07,560.73
2742,3991,2024-06-20,898.77
2743,2894,2025-01-05,296.48
2744,497,2023-08-23,253.06
2745,4260,2024-06-11,93.56
2746,968,2024-07-19,547.39
2747,3273,2023-01-22,283.92
2748,4565,2023-08-09,151.99
2749,1014,2024-07-08,917.59
2750,3754,2023-07-14,377.99
2751,3642,2024-07-01,121.82
2752,3829,2025-03-16,678.73
2753,2604,2024-07-31,123.85
2754,4277,2023-07-05,91.34
2755,619,2022-12-24,692.87
2756,3868,2025-08-06,696.53
2757,717,2025-05-06,557.45
2758,2295,2025-05-02,818.61
2759,2066,2025-08-08,606.13
2760,3288,2023-01-30,554.33
2761,3115,2024-09-04,578.14
2762,1642,2023-08-31,648.38
2763,1816,2025-04-23,67.86
2764,3742,2024-12-10,386.57
2765,844,2023-10-26,758.65
2766,671,2023-09-30,657.97
2767,1042,2024-04-21,76.15
2768,3888,2025-07-24,89.01
2769,1668,2025-02-03,203.89
2770,3750,2023-08-18,628.54
2771,3319,2024-09-05,113.61
2772,4338,2022-10-12,281.08
2773,206,2025-09-02,487.79
2774,2846,2023-03-15,171.76
2775,2331,2023-10-31,182.56
2776,2832,2025-03-05,148.89
2777,2772,2023-03-27,787.87
2778,4547,2024-05-23,755.19
2779,1804,2023-01-22,989.61
2780,777,2024-06-18,124.77
2781,4342,2024-03-06,278.81
2782,940,2023-12-19,230.06
2783,3972,2023-02-01,796.66
2784,4614,2023-01-30,354.89
2785,926,2023-04-11,623.1
2786,192,2023-05-27,981.75
2787,251,2025-06-18,625.25
2788,4649,2024-07-04,238.61
2789,3643,2022-12-09,583.1
2790,1391,2025-06-28,887.23
2791,910,2025-01-01,153.76
2792,3855,2024-08-16,632.97
2793,2370,2023-01-30,870.83
2794,844,2024-05-24,812.23
2795,3709,2024-03-05,42.51
2796,2821,2024-05-10,504.02
2797,3371,2023-09-03,268.18
2798,972,2024-05-31,24.93
2799,1273,2023-05-04,342.14
2800,2479,2024-03-16,474.35
2801,3304,2023-12-20,230.92
2802,2501,2023-02-19,39.75
2803,1545,2023-06-30,647.44
2804,2213,2023-05-29,930.0
2805,3037,2025-04-08,762.87
2806,4330,2024-10-30,50.63
2807,370,2022-12-30,27.14
2808,112,2024-04-05,816.55
2809,3492,2024-11-27,248.24
2810,3959,2022-12-10,772.56
2811,993,2022-10-23,515.77
2812,385,2024-09-23,833.13
2813,228,2024-03-29,691.67
2814,1350,2023-09-11,677.83
2815,3622,2023-02-27,227.17
2816,4351,2025-03-10,251.81
2817,3648,2024-08-23,878.64
2818,2461,2025-07-07,298.83
2819,4784,2025-06-09,15.28
2820,2961,2023-08-13,5.3
2821,618,2022-09-13,444.8
2822,903,2023-06-07,11.79
2823,308,2024-02-26,611.73
2824,4577,2025-04-25,883.24
2825,2576,2025-07-27,98.34
2826,3927,2025-07-12,668.87
2827,2478,2024-04-01,833.69
2828,475,2025-02-03,765.78
2829,4056,2022-12-05,344.29
2830,2716,2025-03-19,712.42
2831,2596,2024-12-18,732.46
2832,1859,2024-11-22,71.98
2833,2120,2024-06-28,815.57
2834,1716,2023-10-14,922.19
2835,3167,2025-01-27,828.36
2836,4948,2025-06-16,826.02
2837,1048,2024-01-01,474.19
2838,1011,2023-07-02,781.29
2839,4354,2023-12-13,103.63
2840,2585,2023-02-04,534.0
2841,4304,2023-07-07,156.15
2842,1874,2024-07-11,561.39
2843,3686,2025-07-26,492.64
2844,3738,2023-07-24,152.95
2845,3449,2025-06-07,384.54
2846,3445,2023-03-01,592.21
2847,188,2023-06-26,434.6
2848,2672,2023-06-05,783.91
2849,4535,2023-11-12,969.31
2850,1002,2024-11-20,485.25
2851,2787,2023-09-18,57.71
2852,436,2025-02-02,147.43
2853,1760,2025-08-03,261.26
2854,2414,2022-12-31,221.48
2855,1039,2023-09-23,205.36
2856,3281,2023-04-20,977.99
2857,3719,2025-08-18,943.4
2858,1932,2023-08-30,816.53
2859,670,2023-09-07,805.73
2860,2926,2022-11-21,370.72
2861,2720,2023-10-12,828.81
2862,2836,2024-10-24,393.47
2863,4505,2023-08-14,14.77
2864,3619,2024-03-18,533.39
2865,4854,2025-01-08,722.62
2866,4612,2023-01-11,461.26
2867,1532,2024-06-22,453.36
2868,4829,2023-10-02,396.89
2869,4395,2024-07-19,410.8
2870,2203,2025-08-31,447.8
2871,3859,2022-11-07,140.09
2872,2820,2023-04-17,936.93
2873,4170,2023-04-18,936.96
2874,4451,2025-04-17,287.57
2875,1256,2023-08-11,722.84
2876,3107,2023-08-23,649.39
2877,2418,2025-01-31,977.91
2878,2063,2024-03-12,556.03
2879,4495,2024-08-02,234.92
2880,2711,2023-01-27,979.11
2881,232,2025-06-08,767.61
2882,3316,2023-03-18,870.81
2883,1580,2023-07-11,541.15
2884,888,2023-07-13,195.32
2885,3857,2022-10-13,686.39
2886,623,2023-08-20,267.94
2887,1875,2023-06-27,962.92
2888,1749,2025-06-07,585.5
2889,350,2022-12-20,357.85
2890,3881,2023-12-05,464.49
2891,2135,2025-05-02,719.78
2892,199,2023-04-18,802.6
2893,3996,2023-02-01,403.11
2894,1272,2023-10-26,363.69
2895,2637,2024-03-04,30.33
2896,1086,2023-11-26,489.46
2897,4373,2022-09-29,679.42
2898,3562,2025-05-11,315.4
2899,1611,2024-09-05,235.06
2900,4769,2024-10-09,793.91
2901,2063,2025-01-23,860.07
2902,2069,2024-04-16,657.81
2903,460,2025-01-28,412.65
2904,1521,2024-03-27,654.37
2905,1654,2025-05-31,124.81
2906,541,2025-07-21,693.17
2907,2629,2025-05-25,603.01
2908,1005,2024-01-22,510.14
2909,3933,2023-09-20,663.38
2910,3587,2022-11-16,615.88
2911,3137,2023-08-02,835.9
2912,688,2025-05-23,831.88
2913,185,2025-05-20,44.85
2914,1477,2024-08-18,659.17
2915,4262,2023-03-16,943.45
2916,470,2024-01-16,461.52
2917,3173,2023-11-13,515.72
2918,4912,2024-03-17,838.52
2919,4521,2023-06-15,563.88
2920,2854,2024-06-04,384.06
2921,2154,2023-03-22,709.98
2922,3887,2022-12-06,410.91
2923,2134,2025-09-09,334.08
2924,1214,2025-07-03,84.46
2925,4177,2025-03-19,180.13
2926,2920,2024-02-24,611.8
2927,735,2025-06-11,169.47
2928,1410,2023-01-13,626.84
2929,1445,2023-09-04,855.14
2930,380,2025-02-13,239.17
2931,1799,2023-10-07,999.26
2932,35,2025-01-11,984.49
2933,923,2025-02-13,567.01
2934,4828,2025-05-12,549.59
2935,34,2025-06-03,865.11
2936,2876,2022-11-14,602.43
2937,980,2024-09-03,621.5
2938,1523,2024-02-26,558.74
2939,1955,2023-03-20,164.42
2940,1142,2023-04-30,598.5
2941,4398,2024-05-11,941.06
2942,603,2023-05-04,891.38
2943,836,2024-01-02,398.67
2944,4789,2022-11-17,740.52
2945,1123,2024-03-23,384.73
2946,2206,2025-07-13,328.56
2947,750,2025-05-16,352.1
2948,1919,2023-09-09,397.97
2949,2221,2025-07-24,424.09
2950,4749,2024-01-22,204.37
2951,4249,2024-07-31,777.82
2952,5,2025-04-22,396.8
2953,4988,2024-09-17,935.19
2954,2359,2023-01-04,28.6
2955,4666,2025-01-05,690.22
2956,180,2024-05-18,727.51
2957,4156,2023-03-05,348.74
2958,578,2024-05-06,910.91
2959,4449,2024-07-15,823.23
2960,2834,2023-06-13,208.19
2961,811,2025-06-28,529.51
2962,4469,2024-05-23,397.77
2963,2732,2022-12-11,894.71
2964,1138,2023-04-14,923.05
2965,924,2023-02-02,644.47
2966,4516,2024-11-16,65.26
2967,181,2022-11-13,645.54
2968,1265,2025-06-06,17.79
2969,3929,2025-08-31,782.56
2970,2818,2023-10-29,356.16
2971,3015,2023-09-18,949.11
2972,1644,2025-08-20,414.05
2973,4891,2024-08-27,221.63
2974,4490,2022-11-07,572.51
2975,1668,2025-09-01,410.99
2976,1066,2025-07-28,817.91
2977,1769,2025-06-22,523.33
2978,3691,2023-12-08,393.06
2979,4346,2023-03-03,687.02
2980,3834,2023-01-09,220.49
2981,1411,2024-03-20,252.17
2982,3683,2025-08-12,698.37
2983,4875,2024-08-24,395.19
2984,4424,2025-06-07,975.34
2985,2025,2024-06-29,658.02
2986,2729,2025-01-25,642.62
2987,2606,2025-04-12,567.94
2988,1264,2024-04-05,51.09
2989,4489,2024-09-15,459.85
2990,2747,2023-11-25,259.21
2991,397,2025-02-07,456.24
2992,3455,2024-07-27,340.84
2993,954,2024-10-13,547.17
2994,792,2024-03-30,477.65
2995,1616,2024-07-26,700.72
2996,4834,2023-03-14,830.28
2997,3088,2023-07-01,581.92
2998,3600,2024-10-24,117.03
2999,4950,2025-05-29,794.19
3000,3558,2024-03-07,597.54
3001,4693,2024-10-06,517.59
3002,1676,2023-09-02,462.54
3003,38,2025-03-27,574.39
3004,720,2022-10-03,680.35
3005,4365,2023-04-20,331.03
3006,1963,2023-02-22,426.63
3007,1377,2025-08-31,595.09
3008,1714,2023-06-25,300.55
3009,3391,2025-07-09,353.77
3010,4712,2024-11-21,878.54
3011,2719,2025-09-09,510.81
3012,570,2023-08-29,18.64
3013,97,2022-10-12,338.86
3014,1148,2024-06-26,398.14
3015,4752,2025-05-21,367.66
3016,3854,2023-09-04,639.7
3017,905,2025-05-15,335.97
3018,304,2023-12-08,110.73
3019,4546,2025-07-16,899.59
3020,4203,2024-01-17,407.85
3021,2309,2023-05-04,726.05
3022,4321,2023-04-08,608.19
3023,4644,2025-06-01,118.18
3024,3427,2025-07-26,375.78
3025,1299,2024-04-08,832.12
3026,3970,2024-05-30,345.57
3027,3669,2023-06-21,391.73
3028,106,2024-04-28,515.42
3029,4653,2023-10-17,575.28
3030,1173,2022-12-25,561.07
3031,3022,2023-11-01,728.05
3032,4462,2023-04-05,627.43
3033,2419,2024-08-25,765.56
3034,4588,2023-03-20,696.11
3035,3588,2024-05-05,447.88
3036,202,2022-12-19,806.3
3037,2077,2024-11-16,632.07
3038,942,2022-09-24,566.34
3039,4356,2025-03-19,607.32
3040,2678,2023-07-20,684.4
3041,4278,2024-01-04,354.71
3042,2686,2023-06-03,565.41
3043,938,2024-08-18,818.38
3044,1090,2022-11-04,919.01
3045,2533,2024-04-19,466.72
3046,2096,2024-11-06,92.31
3047,1020,2022-11-04,602.07
3048,4219,2023-09-13,794.3
3049,1349,2025-07-30,58.44
3050,2646,2022-10-30,416.42
3051,4044,2023-05-16,962.73
3052,2581,2023-05-03,411.49
3053,2218,2023-07-29,658.93
3054,251,2024-08-13,814.24
3055,708,2024-09-19,220.56
3056,1776,2023-03-08,455.95
3057,4161,2023-12-19,216.88
3058,3350,2023-10-30,791.65
3059,242,2024-12-15,895.98
3060,4152,2023-08-01,334.83
3061,1644,2024-09-05,279.63
3062,4131,2024-04-28,358.79
3063,2815,2023-04-03,668.88
3064,785,2023-05-21,837.8
3065,1842,2025-01-08,692.59
3066,2811,2024-08-10,198.35
3067,4417,2025-02-12,356.95
3068,598,2025-02-15,90.56
3069,4051,2023-10-16,271.54
3070,4850,2024-10-19,388.6
3071,4553,2024-06-15,5.62
3072,2524,2023-08-07,997.24
3073,1477,2023-02-05,448.04
3074,1300,2023-10-26,526.27
3075,3850,2025-06-10,575.85
3076,1337,2025-05-29,503.0
3077,912,2024-09-29,807.95
3078,1861,2023-04-07,90.42
3079,348,2023-04-01,525.3
3080,4465,2023-06-10,65.59
3081,4196,2025-02-17,947.54
3082,1145,2023-05-24,476.59
3083,2560,2024-06-08,201.63
3084,1958,2024-02-23,456.62
3085,1643,2023-09-25,743.45
3086,3168,2025-04-11,550.04
3087,2556,2023-01-07,559.71
3088,3307,2022-11-04,749.08
3089,478,2024-12-06,755.02
3090,4325,2023-12-09,224.96
3091,3422,2024-01-02,254.68
3092,1678,2024-06-19,414.14
3093,1856,2023-04-08,582.33
3094,2368,2023-06-05,985.78
3095,2797,2022-10-19,287.69
3096,404,2023-09-19,59.3
3097,4529,2023-06-09,879.04
3098,2455,2024-03-15,902.06
3099,4048,2025-06-08,54.5
3100,3106,2023-09-14,297.11
3101,3584,2023-01-13,368.42
3102,1757,2025-07-14,120.53
3103,3175,2024-06-19,682.02
3104,4251,2023-01-26,996.47
3105,31,2024-04-17,210.11
3106,1830,2023-08-19,695.06
3107,551,2023-06-14,304.62
3108,4184,2024-04-25,465.42
3109,94,2022-10-26,10.7
3110,4602,2022-10-22,609.66
3111,4757,2022-12-19,896.24
3112,1381,2023-02-04,539.04
3113,3011,2024-09-01,169.04
3114,115,2025-04-23,142.03
3115,2690,2023-02-25,347.92
3116,737,2023-12-10,395.27
3117,545,2023-01-01,538.62
3118,3463,2024-03-02,407.92
3119,772,2022-12-07,654.86
3120,1826,2023-05-29,481.42
3121,2493,2022-10-29,22.48
3122,2932,2025-08-23,84.95
3123,1771,2024-07-19,429.98
3124,4612,2023-03-25,149.43
3125,4494,2023-04-11,733.51
3126,44,2024-11-30,898.73
3127,2361,2023-03-18,529.46
3128,3336,2023-06-06,100.61
3129,189,2022-10-16,682.26
3130,4365,2024-10-05,509.66
3131,1255,2023-07-08,28.67
3132,4655,2023-06-29,320.42
3133,2337,2025-01-14,896.07
3134,217,2024-01-11,824.49
3135,1857,2024-08-16,814.23
3136,4639,2025-04-14,41.98
3137,61,2024-12-12,842.07
3138,3600,2023-04-23,378.66
3139,178,2025-06-04,422.46
3140,905,2025-01-15,959.33
3141,2828,2025-03-11,677.15
3142,4969,2025-04-22,28.25
3143,75,2024-04-19,439.15
3144,593,2022-11-25,687.72
3145,1387,2023-04-24,794.34
3146,115,2022-11-13,66.04
3147,1401,2023-02-09,230.27
3148,1100,2023-03-04,450.59
3149,3699,2024-04-15,429.15
3150,1938,2023-04-01,752.74
3151,1453,2024-02-28,702.56
3152,1355,2024-08-31,953.41
3153,2279,2023-05-31,14.61
3154,38,2023-06-11,955.14
3155,421,2023-08-19,911.9
3156,4776,2023-08-02,221.8
3157,2450,2023-02-27,936.7
3158,996,2023-02-14,360.24
3159,4258,2022-12-04,654.32
3160,2736,2024-12-11,307.91
3161,2677,2025-02-25,30.36
3162,445,2024-05-13,761.82
3163,2993,2022-12-12,720.31
3164,2046,2023-07-17,696.13
3165,1097,2024-12-23,777.72
3166,1410,2024-02-17,530.68
3167,4852,2023-07-04,601.77
3168,3779,2024-02-05,646.29
3169,676,2023-01-03,820.07
3170,3290,2023-07-14,882.4
3171,1535,2025-07-24,30.31
3172,1704,2025-05-08,898.27
3173,3160,2022-11-08,58.21
3174,2553,2022-10-13,631.37
3175,2285,2023-03-07,86.88
3176,4937,2023-09-20,492.22
3177,1263,2024-09-30,728.72
3178,3136,2024-12-20,458.27
3179,2925,2023-02-16,974.1
3180,2610,2024-06-08,622.27
3181,1663,2022-10-10,326.04
3182,2211,2025-02-17,413.01
3183,4726,2025-07-27,998.64
3184,4930,2025-01-04,450.03
3185,455,2024-12-23,344.9
3186,2376,2023-02-11,142.24
3187,4752,2025-03-03,594.07
3188,4986,2025-01-01,385.6
3189,3171,2025-04-12,542.11
3190,2158,2023-05-14,918.25
3191,1999,2022-10-22,880.82
3192,2116,2024-04-07,830.9
3193,4058,2024-12-08,595.58
3194,4023,2023-04-20,773.75
3195,2560,2024-10-01,295.74
3196,4454,2023-01-20,272.28
3197,2928,2024-01-09,999.05
3198,1765,2023-06-10,814.0
3199,4182,2024-06-20,997.82
3200,141,2022-11-15,188.02
3201,3982,2023-05-28,876.94
3202,3912,2024-12-26,718.6
3203,3778,2025-03-01,816.15
3204,295,2024-10-29,430.19
3205,2038,2023-10-19,721.4
3206,3874,2025-01-09,581.29
3207,4580,2025-04-29,63.62
3208,982,2024-03-12,507.78
3209,3493,2024-04-04,457.01
3210,4428,2023-07-18,424.02
3211,921,2024-04-20,661.67
3212,1534,2023-01-18,999.42
3213,410,2022-10-04,787.16
3214,3274,2024-04-02,553.47
3215,1423,2024-09-09,667.44
3216,3471,2023-11-14,228.06
3217,1288,2025-04-01,714.86
3218,3648,2025-05-06,147.12
3219,863,2024-05-26,222.89
3220,2497,2024-07-08,611.53
3221,4046,2023-09-21,973.96
3222,913,2025-06-26,853.5
3223,2150,2024-06-16,584.55
3224,400,2025-06-27,785.52
3225,3368,2024-02-12,369.37
3226,4171,2025-08-26,861.0
3227,666,2024-09-30,361.04
3228,527,2022-09-28,8.52
3229,1174,2023-07-20,687.95
3230,4122,2025-07-24,979.89
3231,3820,2025-02-11,926.68
3232,1688,2022-10-15,459.44
3233,2265,2024-12-06,768.54
3234,3150,2025-01-24,91.52
3235,79,2023-09-17,887.7
3236,2791,2024-06-01,134.02
3237,813,2025-04-09,17.55
3238,4665,2025-01-26,695.12
3239,3439,2022-10-17,629.75
3240,1113,2022-12-01,595.76
3241,1636,2025-08-27,959.44
3242,3467,2024-11-21,610.07
3243,2898,2022-12-13,97.21
3244,2681,2025-03-08,503.35
3245,1045,2025-08-12,652.61
3246,1639,2025-04-08,156.4
3247,2035,2025-04-29,169.28
3248,2417,2023-06-14,590.6
3249,3502,2022-11-19,837.35
3250,2269,2024-04-22,298.51
3251,2041,2025-06-19,560.02
3252,4487,2024-01-27,423.1
3253,3555,2023-08-24,109.35
3254,2215,2023-08-12,46.28
3255,1681,2023-08-21,103.76
3256,3565,2023-06-01,695.11
3257,4300,2025-08-17,546.9
3258,3822,2025-07-22,686.63
3259,2140,2024-03-22,325.09
3260,375,2024-07-06,776.91
3261,4811,2023-11-10,682.07
3262,2427,2023-05-28,996.19
3263,396,2022-10-29,917.52
3264,3461,2024-03-04,186.08
3265,1643,2025-02-12,80.49
3266,1103,2024-05-12,827.41
3267,1706,2023-09-16,567.3
3268,4422,2024-05-11,916.44
3269,421,2025-07-26,285.06
3270,3491,2024-10-05,787.28
3271,4294,2023-06-23,774.84
3272,2490,2024-01-30,855.8
3273,748,2025-02-22,726.95
3274,713,2023-04-13,685.91
3275,4008,2023-09-07,483.32
3276,980,2024-06-03,790.51
3277,4989,2023-05-13,599.86
3278,1315,2024-07-24,998.15
3279,1386,2024-01-11,736.21
3280,2015,2023-03-16,161.17
3281,3594,2025-08-21,681.09
3282,1170,2023-12-10,618.7
3283,2446,2024-10-01,529.27
3284,4806,2024-12-10,522.76
3285,3769,2024-01-14,960.53
3286,1149,2024-04-01,477.98
3287,4445,2025-06-27,499.21
3288,2974,2025-08-26,538.71
3289,2561,2024-02-17,704.16
3290,2822,2023-08-14,924.0
3291,4382,2023-03-02,88.0
3292,1223,2023-12-17,396.33
3293,3009,2023-04-11,315.18
