customer_id,join_date,city,postal_code
744,18/11/2024,Weimar,32912
745,22/09/2023,Wolgast,60257
746,20/09/2024,Euskirchen,62098
747,02/03/2025,Luckenwalde,79889
748,19/01/2024,Weisswasser,85296
749,24/02/2023,Hannover,55402
750,15/04/2023,Erfurt,99760
751,04/02/2024,Delitzsch,63181
752,23/01/2023,Riesa,88740
753,29/01/2023,Peossneck,87308
754,09/09/2024,Freital,45182
755,02/07/2024,Wesel,62100
756,31/10/2022,Meppen,20526
757,03/12/2024,Heinsberg,85990
758,28/03/2025,Rosenheim,72139
759,12/01/2023,Waldmuenchen,81962
760,13/03/2023,Suhl,70232
761,31/10/2022,Roth,81006
762,28/09/2023,Mettmann,11250
763,03/07/2024,Coburg,26250
764,13/11/2024,Osterburg,78310
765,15/07/2025,Calw,36477
766,18/09/2023,Monschau,25140
767,03/06/2025,Karlsruhe,32068
768,22/05/2024,Schwerin,56180
769,29/11/2022,Hildburghausen,94448
770,21/10/2023,Wolfach,01841
771,25/12/2023,Konstanz,34270
772,09/10/2023,Ludwigslust,52578
773,22/11/2023,Wolmirstedt,07148
774,16/03/2025,Lobenstein,55913
775,25/08/2025,Herzberg,59129
776,08/06/2024,Cloppenburg,55079
777,03/02/2023,Leipziger Land,23380
778,23/11/2022,Meppen,66449
779,21/06/2023,Miltenberg,84772
780,28/02/2023,Uelzen,27122
781,01/07/2024,Pasewalk,92143
782,04/10/2023,Schongau,12904
783,14/01/2025,Arnstadt,53038
784,30/01/2025,Helmstedt,55992
785,02/08/2023,Neunburg vorm Wald,06438
786,24/05/2024,Paderborn,09320
787,13/08/2025,Marienberg,63263
788,27/07/2023,Gransee,20955
789,01/12/2022,Pegnitz,34566
790,14/10/2022,Roth,75432
791,22/10/2024,Stade,34192
792,04/05/2024,Ribnitz-Damgarten,86883
793,31/01/2024,Viechtach,15027
794,03/12/2024,Luckenwalde,11028
795,05/07/2023,Hannover,02433
796,28/11/2024,Pritzwalk,18538
797,23/02/2023,Bersenbrueck,63974
798,03/02/2023,Forchheim,30852
799,19/12/2024,Saarlouis,70560
800,14/03/2023,Hettstedt,31015
801,31/10/2023,Aurich,72481
802,10/01/2025,Neu-Ulm,08836
803,10/07/2025,Stassfurt,87462
804,12/03/2025,Melle,27172
805,17/02/2024,Pasewalk,36559
806,23/12/2022,Meissen,06988
807,21/09/2022,Bremerveorde,27961
808,02/01/2024,Nabburg,96170
809,26/05/2025,Georlitz,85131
810,19/12/2022,Genthin,81868
811,19/09/2024,Wernigerode,52174
812,22/02/2024,Eisenberg,62580
813,26/10/2024,Ahaus,00554
814,19/07/2023,Dessau,75744
815,14/12/2024,Dachau,00968
816,11/08/2023,Kusel,47976
817,20/08/2024,Nordhausen,96033
818,06/07/2024,Jueterbog,51606
819,17/10/2022,Viechtach,10967
820,30/08/2025,Wittstock,52282
821,10/11/2024,Hannover,30907
822,27/12/2022,Erkelenz,01301
823,26/10/2023,Osterode am Harz,52171
824,24/08/2024,Wolfenbuettel,02326
825,17/02/2023,Kyritz,82912
826,01/03/2024,Stade,74010
827,06/07/2023,Halberstadt,49602
828,25/08/2025,Magdeburg,72607
829,27/01/2025,Plauen,79395
830,18/07/2024,Rochlitz,79573
831,14/06/2023,Keotzting,70784
832,05/08/2024,Dresden,57155
833,08/08/2025,Eisenberg,87845
834,27/08/2025,Sulzbach-Rosenberg,26458
835,09/12/2022,Peossneck,74193
836,01/09/2023,Emmendingen,67107
837,18/03/2023,Geithain,06752
838,28/05/2025,Wesel,14144
839,28/08/2024,Viersen,65250
840,25/04/2025,Bremerveorde,05847
841,17/02/2025,Apolda,89052
842,08/12/2022,Leipziger Land,09229
843,13/12/2024,Buetzow,02012
844,31/08/2024,Guenzburg,58684
845,08/03/2023,Ravensburg,67890
846,26/02/2025,Bergzabern,23516
847,15/05/2023,Burg,23181
848,30/04/2023,Stendal,41754
849,06/12/2023,Gifhorn,30181
850,11/03/2023,Reutlingen,90829
851,28/07/2024,Niesky,65678
852,29/01/2025,Herzberg,03735
853,04/07/2023,Chemnitz,23642
854,06/11/2022,Soltau,50857
855,22/10/2022,Herzberg,28069
856,01/01/2023,Gifhorn,50752
857,21/08/2023,Bad Liebenwerda,91557
858,24/09/2022,Viechtach,90063
859,30/07/2024,Bad Langensalza,62230
860,13/03/2025,Fallingbostel,63683
861,03/04/2024,Kyritz,23702
862,29/11/2024,Zeulenroda,89248
863,02/05/2024,Erkelenz,40220
864,26/11/2023,Eichstaett,42355
865,03/02/2023,Wittmund,91382
866,04/01/2025,Luedinghausen,49704
867,27/11/2024,Einbeck,69607
868,01/05/2023,Wernigerode,28890
869,23/04/2023,Gotha,23027
870,05/07/2023,Garmisch-Partenkirchen,31629
871,14/03/2024,Cloppenburg,11891
872,28/06/2024,Neu-Ulm,79431
873,24/12/2023,Rosenheim,01808
874,23/12/2022,Siegen,91975
875,29/11/2024,Rothenburg ob der Tauber,11633
876,07/10/2023,Fuessen,86271
877,18/07/2024,Dresden,67702
878,13/12/2023,Seelow,52619
879,30/09/2024,Mayen,39160
880,01/02/2025,Donaueschingen,00252
881,18/11/2022,Worbis,18099
882,27/05/2023,Bremen,78024
883,01/01/2024,Wittmund,04609
884,14/04/2024,Wittmund,61439
885,02/11/2022,Waldmuenchen,38137
886,23/10/2023,Dessau,90399
887,12/01/2024,Schongau,97059
888,11/08/2024,Calw,85558
889,25/03/2025,Roding,28524
890,06/05/2025,Guestrow,25090
891,19/03/2023,Apolda,60560
892,08/07/2025,Kemnath,90651
893,20/05/2025,Wurzen,77291
894,31/01/2024,Grevesmuehlen,15963
895,04/07/2024,Berlin,93332
896,17/12/2022,Fulda,01267
897,07/06/2025,Torgau,78789
898,14/06/2023,Peine,23202
899,22/11/2024,Berchtesgaden,56266
900,21/12/2023,Wittmund,20958
901,23/02/2023,Geoppingen,63563
902,20/01/2025,Freising,24595
903,11/05/2024,Mainburg,81197
904,01/04/2024,Angermuende,04340
905,23/03/2024,Osterburg,36330
906,20/07/2023,Saarbruecken,97673
907,20/08/2025,Leorrach,15070
908,30/11/2022,Teterow,24063
909,08/02/2024,Melsungen,47004
910,11/05/2024,Werdau,57666
911,05/07/2024,Bad Brueckenau,58788
912,20/10/2022,Jueterbog,25089
913,07/02/2025,Eisenach,45831
914,27/01/2025,Wolfenbuettel,35081
915,07/03/2025,Angermuende,31771
916,19/08/2024,Hagenow,49218
917,22/11/2023,Bad Freienwalde,36415
918,26/12/2024,Muehldorf am Inn,70441
919,09/04/2025,Uelzen,11466
920,24/06/2025,Bitterfeld,29659
921,16/11/2022,Bad Liebenwerda,42478
922,24/10/2024,Wismar,45350
923,09/12/2024,Osterburg,97995
924,06/10/2024,Pinneberg,87112
925,26/02/2024,Graefenhainichen,43691
926,12/07/2023,Sebnitz,81337
927,03/03/2024,Schluechtern,77260
928,20/09/2023,Amberg,65877
929,30/05/2025,Reutlingen,84583
930,28/07/2025,Osterode am Harz,50249
931,17/02/2025,Grevenbroich,69030
932,17/08/2024,Burglengenfeld,04882
933,29/08/2024,Neubrandenburg,56804
934,04/09/2023,Niesky,00509
935,01/12/2022,Stadtroda,75757
936,15/11/2023,Bersenbrueck,23139
937,17/07/2025,Karlsruhe,28001
938,04/09/2024,Aachen,66284
939,19/09/2023,Regensburg,93522
940,15/01/2025,Badalzungen,18923
941,05/11/2024,Iserlohn,49148
942,18/01/2024,Wolmirstedt,12419
943,24/06/2024,Bayreuth,40806
944,03/04/2024,Pritzwalk,19636
945,10/06/2023,Weimar,19712
946,03/01/2024,Berlin,89662
947,21/03/2025,Berlin,29463
948,27/07/2025,Meiningen,37208
949,31/01/2024,Schwaebisch Gmuend,92343
950,04/06/2025,Ebern,41200
951,03/11/2023,Ebern,52118
952,20/10/2023,Jessen,69276
953,06/10/2023,Helmstedt,80569
954,24/09/2022,Berlin,27552
955,22/10/2023,Saulgau,37548
956,23/02/2024,Dresden,50400
957,15/09/2024,Naila,25691
958,23/03/2024,Berlin,61322
959,13/08/2024,Keotzting,80694
960,11/04/2025,Burgdorf,74519
961,09/09/2023,Moers,94513
962,12/12/2024,Kelheim,04634
963,28/12/2024,Zossen,69973
964,04/04/2024,Mittweida,68972
965,29/06/2023,Hannover,10654
966,02/08/2023,Viechtach,18896
967,15/08/2024,Cottbus,10004
968,05/04/2025,Erfurt,25761
969,20/09/2024,Bad Liebenwerda,06729
970,21/01/2023,Gera,22216
971,05/07/2025,Zossen,33891
972,24/09/2024,Neustrelitz,68282
973,16/05/2025,Ochsenfurt,22247
974,29/09/2022,Sigmaringen,21250
975,09/06/2023,Berlin,29410
976,29/01/2024,Teterow,99602
977,28/03/2024,Haldensleben,36808
978,02/05/2024,Wertingen,93580
979,25/04/2024,Beeskow,22022
980,02/06/2023,Altentreptow,51693
981,22/02/2025,Greifswald,01342
982,31/08/2023,Siegen,89577
983,02/03/2025,Rathenow,99666
984,17/11/2024,Borna,49783
985,16/04/2024,Wismar,59429
986,07/12/2024,Darmstadt,79201
987,29/04/2025,Gotha,92560
988,05/10/2024,Arnstadt,98594
989,01/11/2022,Wiedenbrueck,28513
990,09/01/2023,Finsterwalde,07670
991,04/10/2024,Marienberg,60686
992,26/04/2025,Rostock,77463
993,20/02/2025,Main-Heochst,05251
994,14/12/2024,Deggendorf,00614
995,16/09/2024,Sternberg,44262
996,27/03/2024,Schwabmuenchen,62209
997,10/02/2023,Worbis,89948
998,25/06/2024,Artern,56028
999,17/02/2025,Oschatz,23666
1000,28/03/2023,Schwabmuenchen,41121
1001,06/08/2023,Sigmaringen,43982
1002,25/07/2023,Moers,57090
1003,19/05/2023,Keotzting,24149
1004,25/01/2023,Main-Heochst,45177
1005,26/08/2024,Muehldorf am Inn,09046
1006,23/04/2024,Peossneck,30038
1007,08/03/2023,Borken,59284
1008,28/04/2024,Lueneburg,44435
1009,05/12/2023,Wismar,61563
1010,19/06/2024,Jena,19255
1011,19/03/2024,Neubrandenburg,11962
1012,22/04/2025,Teterow,33564
1013,22/09/2023,Bitterfeld,27709
1014,05/07/2024,Gifhorn,62874
1015,03/01/2025,Zschopau,57035
1016,11/01/2024,Riesa,08190
1017,29/10/2023,Meppen,32746
1018,28/11/2022,Cuxhaven,42586
1019,15/08/2024,Mainburg,15723
1020,15/05/2024,Brilon,33329
1021,23/06/2023,Konstanz,92114
1022,20/06/2025,Griesbach Rottal,56388
1023,05/12/2023,Hoyerswerda,71798
1024,11/01/2024,Muehlhausen,69659
1025,05/07/2023,Badibling,45905
1026,23/03/2023,Naila,72480
1027,11/09/2023,Ueckermuende,84128
1028,02/09/2025,Rudolstadt,06309
1029,19/03/2023,Dinslaken,33505
1030,24/02/2023,Bitterfeld,12709
1031,15/11/2023,Perleberg,53111
1032,24/03/2024,Tuebingen,30573
1033,23/07/2024,Seelow,41898
1034,10/01/2023,Meissen,43644
1035,27/07/2025,Kronach,09084
1036,09/04/2023,Suhl,56566
1037,12/08/2024,Vechta,12961
1038,29/04/2025,Gelnhausen,74177
1039,22/01/2025,Quedlinburg,93233
1040,09/03/2025,Tirschenreuth,88237
1041,16/10/2023,Bischofswerda,65503
1042,13/08/2023,Pegnitz,58549
1043,19/04/2024,Jueterbog,89163
1044,30/05/2024,Sondershausen,25001
1045,25/07/2023,Saarbruecken,78503
1046,13/12/2022,Oberviechtach,15776
1047,13/02/2023,Ueckermuende,40298
1048,28/11/2024,Haldensleben,09836
1049,15/11/2023,Osterburg,72234
1050,24/10/2024,Rochlitz,86290
1051,03/06/2023,Wittmund,33042
1052,10/05/2023,Marienberg,75805
1053,08/10/2023,Grimmen,24600
1054,19/05/2025,Kehl,45288
1055,05/04/2025,Guestrow,09420
1056,20/09/2023,Bremen,74689
1057,09/10/2024,Lichtenfels,60174
1058,13/11/2023,Gransee,16295
1059,07/03/2023,Roth,70778
1060,03/12/2024,Schluechtern,05023
1061,19/01/2025,Stassfurt,87531
1062,19/05/2024,Celle,92348
1063,15/04/2025,Dinslaken,51146
1064,11/01/2023,Einbeck,95310
1065,26/11/2022,Gotha,44648
1066,24/10/2024,Wunsiedel,83467
1067,20/08/2023,Kleve,83638
1068,01/11/2023,Fuerstenwalde,38803
1069,14/05/2023,Huenfeld,70752
1070,07/10/2022,Bad Freienwalde,20692
1071,01/04/2025,Senftenberg,34325
1072,02/10/2023,Tirschenreuth,43798
1073,03/06/2024,Peossneck,50066
1074,20/05/2023,Sulzbach-Rosenberg,41302
1075,29/07/2023,Bremen,45472
1076,05/07/2023,Tuebingen,99357
1077,27/04/2023,Hohenstein-Ernstthal,76708
1078,27/04/2023,Saarbruecken,04264
1079,19/03/2025,Kassel,94390
1080,06/10/2023,Sankt Goarshausen,89292
1081,03/07/2024,Keonigs Wusterhausen,02499
1082,30/09/2024,Fleoha,38743
1083,06/06/2023,Gotha,19279
1084,08/04/2023,Lobenstein,07969
1085,06/04/2024,Werdau,44089
1086,03/02/2023,Mettmann,52097
1087,23/06/2025,Luebz,82416
1088,15/02/2023,Main-Heochst,43660
1089,13/02/2024,Eisenhuettenstadt,87375
1090,11/04/2023,Riesa,88693
1091,29/11/2022,Peine,72119
1092,04/08/2023,Eichstaett,69314
1093,02/03/2024,Calw,22586
1094,26/09/2022,Northeim,82845
1095,20/05/2025,Saarlouis,54627
1096,17/02/2023,Rostock,70592
1097,27/09/2024,Bautzen,09496
1098,14/07/2024,Buetzow,37007
1099,16/04/2023,Witzenhausen,96640
1100,19/03/2025,Hildesheim,20971
1101,05/05/2025,Herford,72863
1102,08/10/2023,Heiligenstadt,25033
1103,19/10/2022,Viechtach,42286
1104,11/02/2024,Aue,16998
1105,06/04/2025,Wesel,66615
1106,04/02/2024,Luckenwalde,83495
1107,25/02/2023,Forchheim,91184
1108,11/08/2024,Schleiz,96061
1109,18/12/2023,Teterow,36811
1110,15/11/2022,Hechingen,34581
1111,27/07/2023,Celle,27574
1112,17/05/2025,Grevesmuehlen,90067
1113,14/05/2025,Hohenmeolsen,74612
1114,24/10/2022,Kehl,70927
1115,07/10/2022,Regen,84418
1116,08/05/2024,Fallingbostel,46410
1117,09/09/2023,Kusel,75832
1118,16/10/2022,Graefenhainichen,61261
1119,14/12/2022,Seelow,15627
1120,18/05/2023,Freital,42363
1121,11/11/2024,Bad Kreuznach,11320
1122,18/12/2023,Uffenheim,77582
1123,07/12/2022,Gransee,13596
1124,10/07/2025,Wolfratshausen,26198
1125,22/06/2025,Rehau,53046
1126,11/10/2023,Spremberg,94593
1127,25/12/2023,Main-Heochst,35864
1128,23/04/2023,Bamberg,01102
1129,03/01/2024,Luedenscheid,58039
1130,02/08/2024,Main-Heochst,52784
1131,18/04/2023,Wismar,77049
1132,27/11/2022,Rastatt,68139
1133,13/03/2025,Meppen,49106
1134,08/04/2023,Pirmasens,93560
1135,01/05/2025,Wanzleben,47075
1136,22/10/2023,Mayen,02424
1137,23/07/2023,Aschaffenburg,95407
1138,17/11/2022,Zschopau,06410
1139,15/07/2024,Neustrelitz,35182
1140,24/01/2025,Teterow,45280
1141,02/10/2023,Fleoha,81621
1142,17/12/2022,Olpe,67453
1143,04/10/2023,Ebersberg,77799
1144,21/01/2023,Kelheim,28358
1145,18/05/2024,Stadtroda,86174
1146,08/06/2023,Olpe,63168
1147,04/06/2024,Zschopau,93889
1148,20/05/2023,Wolfratshausen,31779
1149,25/02/2025,Hohenmeolsen,20905
1150,22/04/2023,Hamburg,58347
1151,20/08/2023,Schongau,00840
1152,18/08/2024,Kusel,33172
1153,14/03/2025,Demmin,01123
1154,26/01/2024,Geldern,72654
1155,12/06/2025,Parsberg,97170
1156,22/08/2023,Viersen,52262
1157,13/03/2024,Wolmirstedt,75080
1158,16/10/2022,Dinslaken,21736
1159,09/04/2023,Dueren,41594
1160,19/02/2025,Waren,00968
1161,02/03/2025,Ravensburg,39570
1162,02/08/2025,Kassel,56338
1163,18/03/2024,Muenchen,38196
1164,07/09/2024,Jessen,15758
1165,30/09/2022,Eichstaett,39856
1166,07/02/2024,Luebz,23032
1167,05/04/2024,Schongau,25599
1168,14/01/2025,Werdau,00427
1169,09/10/2024,Strasburg,81741
1170,31/08/2023,Oranienburg,97533
1171,13/06/2024,Ravensburg,25660
1172,30/07/2023,Bad Liebenwerda,88497
1173,14/12/2022,Wolfenbuettel,09317
1174,06/05/2023,Grimmen,45469
1175,08/09/2023,Kitzingen,66366
1176,13/10/2024,Huenfeld,81051
1177,15/04/2024,Uelzen,55397
1178,23/09/2022,Hagenow,68862
1179,18/06/2023,Hohenstein-Ernstthal,08741
1180,17/03/2025,Norden,26429
1181,14/07/2023,Sankt Goar,30038
1182,01/04/2023,Soest,59129
1183,07/05/2025,Moers,75303
1184,22/11/2023,Einbeck,63321
1185,22/08/2024,Dinkelsbuehl,20920
1186,13/04/2024,Zeulenroda,28513
1187,26/02/2023,Gifhorn,18348
1188,05/10/2023,Schwaebisch Gmuend,91528
1189,03/07/2025,Coburg,75290
1190,20/01/2025,Neuss,94665
1191,09/10/2023,Wetzlar,73953
1192,20/03/2023,Schluechtern,34254
1193,19/12/2024,Kehl,70429
1194,04/07/2025,Stassfurt,38005
1195,14/07/2024,Sonneberg,86850
1196,05/04/2024,Olpe,82877
1197,27/12/2024,Passau,35015
1198,09/01/2025,Deobeln,72798
1199,05/08/2024,Seommerda,55082
1200,17/11/2024,Hildesheim,45409
1201,05/01/2025,Keonigs Wusterhausen,87985
1202,12/05/2024,Sulzbach-Rosenberg,33939
1203,19/10/2023,Prenzlau,13577
1204,23/01/2023,Hildesheim,46670
1205,05/04/2023,Neuruppin,00696
1206,23/11/2023,Perleberg,47088
1207,22/05/2023,Keonigs Wusterhausen,23245
1208,01/08/2025,Ahaus,08994
1209,17/02/2025,Wernigerode,14043
1210,10/06/2023,Peossneck,40797
1211,26/03/2023,Wismar,46871
1212,04/04/2024,Illertissen,31858
1213,07/10/2023,Ingolstadt,88702
1214,11/02/2024,Karlsruhe,00389
1215,26/01/2024,Marienberg,64055
1216,11/01/2025,Pinneberg,32363
1217,20/05/2025,Ochsenfurt,84505
1218,25/01/2025,Kemnath,33683
1219,18/01/2025,Paderborn,69738
1220,20/12/2022,Georlitz,70233
1221,16/11/2023,Mettmann,55473
1222,05/09/2024,Huenfeld,26094
1223,07/11/2023,Soltau,11296
1224,28/10/2023,Meiningen,73013
1225,10/01/2024,Deobeln,86559
1226,22/03/2023,Kleve,40101
1227,29/01/2024,Schmeolln,50134
1228,12/09/2022,Guben,68673
1229,23/04/2023,Bad Mergentheim,69851
1230,06/09/2023,Weimar,11924
1231,16/10/2024,Dinslaken,33236
1232,01/03/2025,Hagenow,13616
1233,03/04/2023,Hagenow,38829
1234,23/05/2025,Eisenach,05519
1235,11/11/2023,Mittweida,62049
1236,02/01/2023,Genthin,38129
1237,17/11/2022,Hildburghausen,31532
1238,08/06/2023,Grimma,76660
1239,10/12/2022,Passau,95831
1240,21/10/2024,Werdau,46865
1241,11/02/2023,Hersbruck,08810
1242,04/03/2025,Grossenhain,57582
1243,07/11/2022,Wolmirstedt,19967
1244,15/10/2024,Wismar,41188
1245,07/10/2022,Forst,15108
1246,29/12/2024,Cuxhaven,96852
1247,16/08/2024,Borna,43710
1248,14/06/2023,Melsungen,95577
1249,21/12/2024,Auerbach,97914
1250,17/11/2022,Hildburghausen,26098
1251,04/02/2025,Reutlingen,95617
1252,29/08/2023,Artern,11155
1253,23/02/2023,Kyritz,73034
1254,15/04/2023,Paderborn,26187
1255,30/10/2022,Hammelburg,97108
1256,13/07/2023,Jessen,81018
1257,04/09/2025,Hammelburg,06386
1258,15/11/2022,Weisswasser,03967
1259,06/10/2023,Helmstedt,07133
1260,30/01/2023,Freital,57658
1261,22/04/2024,Fuerstenwalde,43032
1262,25/08/2025,Vohenstrauss,73015
1263,03/02/2024,Ebern,70881
1264,15/06/2024,Cloppenburg,73568
1265,10/06/2024,Melsungen,74581
1266,09/07/2023,Heiligenstadt,46660
1267,28/06/2023,Waren,40999
1268,28/05/2025,Koblenz,87806
1269,02/12/2023,Lobenstein,38229
1270,31/12/2022,Nuertingen,21928
1271,04/06/2024,Peossneck,58411
1272,16/05/2023,Weimar,98100
1273,12/10/2024,Burglengenfeld,99236
1274,13/01/2025,Schmeolln,86844
1275,22/07/2023,Gransee,22799
1276,05/01/2025,Oranienburg,48972
1277,26/05/2023,Guben,07025
1278,26/06/2023,Fuerstenwalde,28085
1279,23/11/2022,Sonneberg,87168
1280,31/10/2023,Freudenstadt,02627
1281,22/12/2023,Schluechtern,61462
1282,31/12/2023,Melsungen,30615
1283,24/10/2022,Hettstedt,19402
1284,11/12/2023,Stadtsteinach,89581
1285,07/07/2025,Vechta,81934
1286,23/08/2024,Kelheim,59882
1287,27/08/2025,Bad Langensalza,64280
1288,26/11/2022,Sigmaringen,01841
1289,23/04/2025,Fuessen,63226
1290,21/12/2024,Marienberg,45600
1291,06/12/2024,Guestrow,54057
1292,31/05/2023,Wolmirstedt,43372
1293,28/07/2023,Geoppingen,21319
1294,14/04/2023,Stassfurt,06155
1295,10/09/2024,Gross-Gerau,82128
1296,09/04/2023,Husum,04896
1297,04/08/2024,Bogen,40572
1298,08/07/2024,Ebern,65440
1299,10/08/2025,Herford,99081
1300,02/01/2023,Bremen,40999
1301,17/10/2024,Schongau,86066
1302,10/03/2025,Recklinghausen,92476
1303,23/05/2025,Fuessen,14918
1304,14/04/2023,Dinslaken,18620
1305,15/03/2024,Anklam,31865
1306,14/08/2023,Kleve,18099
1307,20/01/2024,Reutlingen,78718
1308,30/03/2023,Georlitz,91708
1309,10/03/2024,Grevenbroich,15481
1310,03/10/2022,Greifswald,51887
1311,19/10/2023,Hohenmeolsen,16893
1312,16/12/2023,Bamberg,72526
1313,02/02/2025,Ludwigslust,90342
1314,19/09/2024,Euskirchen,24173
1315,16/12/2023,Halberstadt,65263
1316,27/06/2024,Neustrelitz,77865
1317,07/03/2024,Neordlingen,72538
1318,27/09/2022,Miltenberg,85936
1319,02/01/2024,Fulda,48025
1320,20/07/2025,Angermuende,74015
1321,08/03/2024,Steinfurt,44125
1322,04/05/2024,Fuerstenwalde,14039
1323,11/08/2024,Georlitz,74757
1324,13/03/2024,Leorrach,73437
1325,06/06/2023,Merseburg,01893
1326,18/04/2025,Erding,75004
1327,27/07/2025,Kleotze,27326
1328,06/06/2023,Holzminden,18477
1329,28/10/2023,Brandenburg,98292
1330,21/02/2024,Greifswald,18321
1331,24/08/2023,Mayen,61449
1332,12/01/2023,Dresden,67619
1333,31/08/2025,Nuertingen,58192
1334,20/10/2024,Recklinghausen,01519
1335,15/09/2024,Wurzen,66505
1336,19/10/2023,Brand,28560
1337,11/05/2025,Oschatz,24069
1338,07/07/2024,Scheinfeld,38631
1339,24/10/2024,Hohenstein-Ernstthal,01382
1340,23/05/2024,Sulzbach-Rosenberg,22596
1341,05/05/2025,Luedinghausen,04140
1342,26/03/2023,Tirschenreuth,17393
1343,19/12/2023,Viersen,81572
1344,17/01/2023,Huenfeld,49649
1345,16/04/2023,Hansestadttralsund,71079
1346,12/06/2023,Artern,76949
1347,06/07/2024,Wittstock,96309
1348,25/04/2024,Fuessen,23301
1349,01/06/2024,Ribnitz-Damgarten,09322
1350,30/11/2023,Perleberg,30489
1351,11/01/2025,Passau,30007
1352,16/10/2024,Oranienburg,96675
1353,31/05/2025,Schwarzenberg,73595
1354,17/10/2024,Perleberg,49031
1355,05/05/2024,Emmendingen,80141
1356,16/09/2022,Wolfenbuettel,15695
1357,14/10/2024,Schwaebisch Gmuend,32158
1358,25/03/2024,Paderborn,32506
1359,08/05/2024,Ochsenfurt,98087
1360,05/01/2024,Niesky,23839
1361,05/04/2025,Konstanz,90680
1362,05/04/2024,Rothenburg ob der Tauber,58089
1363,18/07/2023,Tuttlingen,04708
1364,16/04/2024,Ingolstadt,20103
1365,06/09/2024,Wismar,18116
1366,22/10/2024,Bremen,53095
1367,13/12/2024,Schwandorf,48957
1368,04/11/2023,Kemnath,19892
1369,09/10/2023,Goslar,69612
1370,25/09/2024,Soltau,71513
1371,15/11/2024,Uffenheim,12908
1372,22/06/2025,Luebz,39683
1373,24/01/2023,Gotha,56623
1374,06/05/2025,Herford,52425
1375,23/02/2025,Starnberg,46202
1376,25/12/2023,Eggenfelden,07439
1377,15/08/2023,Stendal,74317
1378,23/04/2023,Burglengenfeld,96497
1379,28/05/2024,Leipziger Land,48403
1380,14/09/2023,Borken,27913
1381,09/12/2022,Freudenstadt,84107
1382,24/09/2024,Neuss,74595
1383,16/11/2023,Rudolstadt,07068
1384,21/02/2023,Chemnitz,93472
1385,10/11/2024,Lemgo,73994
1386,16/03/2025,Keonigs Wusterhausen,24212
1387,23/05/2025,Luebeck,04717
1388,05/10/2022,Pritzwalk,87612
1389,30/04/2023,Saarbruecken,91142
1390,04/10/2024,Wolfratshausen,49604
1391,16/08/2024,Gross-Gerau,36396
1392,10/04/2023,Herzberg,45662
1393,05/09/2025,Ebermannstadt,66903
1394,04/03/2023,Finsterwalde,42740
1395,13/01/2024,Neustadt am Ruebenberge,07191
1396,01/10/2023,Strausberg,12609
1397,09/04/2024,Duderstadt,23780
1398,10/06/2025,Rottweil,09141
1399,16/10/2022,Aachen,70613
1400,30/10/2024,Ribnitz-Damgarten,87057
1401,24/06/2024,Bersenbrueck,76244
1402,16/11/2024,Stassfurt,81060
1403,15/07/2025,Nuertingen,23879
1404,15/05/2025,Gelnhausen,48165
1405,20/03/2024,Huenfeld,12447
1406,15/05/2025,Ebermannstadt,81834
1407,23/11/2022,Schwaebisch Hall,64885
1408,28/12/2023,Apolda,98894
1409,28/08/2025,Burglengenfeld,61845
1410,24/09/2022,Stollberg,79981
1411,06/05/2025,Northeim,52533
1412,04/10/2022,Soest,85166
1413,09/08/2023,Eberswalde,26307
1414,18/12/2023,Grimmen,91400
1415,16/11/2024,Wernigerode,09028
1416,03/09/2024,Juelich,59678
1417,20/06/2024,Angermuende,96434
1418,16/05/2025,Weissenfels,94618
1419,08/03/2025,Starnberg,03563
1420,18/04/2023,Germersheim,64215
1421,09/11/2023,Dachau,68129
1422,07/12/2023,Stade,49608
1423,20/02/2025,Kemnath,76872
1424,23/03/2024,Greiz,64481
1425,23/03/2024,Uffenheim,55603
1426,15/03/2025,Rothenburg ob der Tauber,59614
1427,31/12/2023,Graefenhainichen,50833
1428,20/06/2025,Beeskow,67762
1429,03/12/2023,Nordhausen,24677
1430,08/06/2024,Eisenhuettenstadt,12343
1431,23/11/2023,Schrobenhausen,99187
1432,11/04/2025,Hersbruck,37321
1433,09/04/2025,Kleve,62959
1434,02/11/2022,Wunsiedel,48738
1435,08/06/2024,Hildesheim,70958
1436,26/10/2022,Hammelburg,29245
1437,20/05/2025,Uelzen,92752
1438,02/04/2023,Hildburghausen,41240
1439,29/01/2024,Wunsiedel,57101
1440,14/05/2025,Kemnath,04990
1441,19/07/2025,Erfurt,21402
1442,27/12/2023,Altentreptow,50579
1443,23/12/2024,Calw,72254
1444,01/06/2023,Eisenberg,15680
1445,02/12/2024,Norden,84786
1446,26/09/2024,Gerolzhofen,62787
1447,19/07/2025,Regensburg,89357
1448,06/03/2023,Uffenheim,32570
1449,18/09/2022,Beilngries,11981
1450,21/04/2024,Hansestadttralsund,71827
1451,09/02/2023,Saarbruecken,87973
1452,24/10/2022,Wunsiedel,42343
1453,04/10/2023,Hannover,00729
1454,24/03/2023,Erbisdorf,61918
1455,25/02/2024,Jueterbog,14583
1456,05/07/2024,Fuerstenfeldbruck,75855
1457,25/02/2023,Muehldorf am Inn,92705
1458,02/06/2024,Dachau,69582
1459,02/02/2025,Bad Langensalza,00603
1460,28/06/2024,Mellrichstadt,05535
1461,07/04/2023,Gardelegen,57923
1462,30/03/2025,Schwabmuenchen,97758
1463,03/10/2023,Bernburg,23815
1464,11/05/2025,Fuessen,82822
