order_item_id,order_id,product_id,quantity
14040,4651,79,2
14041,4652,65,1
14042,4652,41,2
14043,4652,67,2
14044,4652,51,3
14045,4653,4,2
14046,4653,100,3
14047,4653,6,2
14048,4653,9,3
14049,4653,21,1
14050,4654,17,2
14051,4654,85,3
14052,4655,34,1
14053,4656,69,1
14054,4656,9,3
14055,4656,16,1
14056,4656,48,2
14057,4656,50,1
14058,4657,37,3
14059,4657,7,1
14060,4657,8,3
14061,4657,44,3
14062,4657,50,3
14063,4658,30,1
14064,4659,7,1
14065,4659,41,2
14066,4659,23,1
14067,4659,24,2
14068,4659,92,1
14069,4660,9,3
14070,4661,94,1
14071,4662,96,1
14072,4662,65,1
14073,4662,98,3
14074,4662,69,2
14075,4662,38,1
14076,4663,56,1
14077,4664,9,3
14078,4664,83,1
14079,4664,13,2
14080,4665,49,1
14081,4665,67,2
14082,4665,53,1
14083,4665,70,3
14084,4666,99,3
14085,4666,37,3
14086,4666,94,2
14087,4667,98,3
14088,4668,24,3
14089,4668,26,2
14090,4668,35,2
14091,4669,95,2
14092,4669,39,2
14093,4670,90,3
14094,4671,48,3
14095,4671,90,2
14096,4672,98,2
14097,4673,97,1
14098,4673,4,1
14099,4673,25,2
14100,4674,30,2
14101,4674,31,2
14102,4675,88,3
14103,4675,58,3
14104,4675,76,1
14105,4675,94,2
14106,4676,72,1
14107,4676,51,3
14108,4676,21,2
14109,4677,20,1
14110,4677,60,3
14111,4677,95,3
14112,4678,29,2
14113,4679,98,3
14114,4679,67,1
14115,4679,68,2
14116,4679,69,1
14117,4680,73,1
14118,4680,89,1
14119,4681,72,3
14120,4681,10,2
14121,4681,35,2
14122,4681,21,3
14123,4682,98,1
14124,4682,76,3
14125,4682,87,2
14126,4682,23,3
14127,4683,91,1
14128,4683,84,3
14129,4684,99,2
14130,4685,1,3
14131,4685,78,2
14132,4685,50,1
14133,4685,52,3
14134,4685,63,2
14135,4686,34,1
14136,4687,8,2
14137,4688,55,3
14138,4689,74,3
14139,4690,64,3
14140,4690,91,2
14141,4690,54,3
14142,4691,81,3
14143,4691,99,3
14144,4692,4,2
14145,4692,8,1
14146,4692,47,2
14147,4692,83,3
14148,4692,26,2
14149,4693,32,3
14150,4693,84,1
14151,4693,93,1
14152,4694,90,3
14153,4695,1,2
14154,4695,91,2
14155,4695,55,2
14156,4696,36,3
14157,4696,93,2
14158,4697,56,1
14159,4697,37,1
14160,4698,32,3
14161,4698,10,2
14162,4698,50,3
14163,4699,80,2
14164,4699,44,3
14165,4699,22,2
14166,4699,63,2
14167,4700,99,3
14168,4700,44,2
14169,4700,93,2
14170,4701,99,3
14171,4701,6,2
14172,4701,73,3
14173,4701,90,2
14174,4701,31,1
14175,4702,42,1
14176,4702,30,1
14177,4703,64,3
14178,4703,40,3
14179,4703,12,1
14180,4704,20,1
14181,4705,87,3
14182,4706,32,2
14183,4706,2,1
14184,4706,60,1
14185,4706,29,1
14186,4707,40,2
14187,4707,98,1
14188,4708,42,1
14189,4708,78,2
14190,4709,72,3
14191,4709,56,2
14192,4709,89,2
14193,4709,29,1
14194,4709,95,3
14195,4710,86,1
14196,4711,67,1
14197,4711,70,3
14198,4711,83,2
14199,4711,23,3
14200,4711,31,3
14201,4712,73,1
14202,4712,58,3
14203,4712,4,1
14204,4712,14,2
14205,4713,56,1
14206,4713,39,3
14207,4713,15,1
14208,4714,57,2
14209,4714,90,3
14210,4714,79,1
14211,4715,86,1
14212,4715,71,3
14213,4716,25,1
14214,4716,19,3
14215,4716,61,2
14216,4716,95,3
14217,4717,32,1
14218,4717,75,3
14219,4717,68,2
14220,4718,23,2
14221,4719,83,1
14222,4720,3,1
14223,4720,86,2
14224,4721,82,2
14225,4721,13,2
14226,4721,86,2
14227,4722,4,3
14228,4722,9,3
14229,4722,92,3
14230,4722,87,2
14231,4722,28,3
14232,4723,50,1
14233,4723,4,3
14234,4723,5,1
14235,4724,64,2
14236,4724,77,3
14237,4725,56,1
14238,4725,89,1
14239,4725,93,3
14240,4725,87,2
14241,4726,73,2
14242,4726,2,2
14243,4727,96,3
14244,4727,71,2
14245,4727,43,2
14246,4727,52,2
14247,4727,60,1
14248,4728,29,2
14249,4729,59,1
14250,4729,36,2
14251,4729,44,3
14252,4730,32,2
14253,4730,59,1
14254,4730,96,3
14255,4730,94,3
14256,4731,25,2
14257,4731,4,2
14258,4731,28,3
14259,4731,47,1
14260,4732,10,3
14261,4732,58,2
14262,4733,43,1
14263,4733,44,3
14264,4734,41,3
14265,4735,99,1
14266,4735,5,2
14267,4735,73,3
14268,4735,13,1
14269,4735,57,3
14270,4736,100,3
14271,4736,47,3
14272,4737,2,3
14273,4737,53,2
14274,4737,45,2
14275,4737,62,2
14276,4738,33,1
14277,4738,21,2
14278,4738,5,3
14279,4738,70,2
14280,4739,53,1
14281,4739,47,1
14282,4740,40,1
14283,4740,64,3
14284,4741,57,1
14285,4741,7,3
14286,4741,46,1
14287,4741,63,1
14288,4742,1,2
14289,4742,41,2
14290,4742,53,2
14291,4742,21,1
14292,4742,88,1
14293,4743,34,1
14294,4744,50,3
14295,4744,62,1
14296,4745,98,2
14297,4745,90,3
14298,4745,37,2
14299,4745,62,3
14300,4746,1,3
14301,4746,39,2
14302,4746,40,3
14303,4746,9,2
14304,4746,43,1
14305,4747,3,1
14306,4748,3,2
14307,4748,27,2
14308,4748,29,2
14309,4749,82,1
14310,4750,64,2
14311,4750,49,1
14312,4750,83,1
14313,4750,30,3
14314,4751,97,2
14315,4752,49,3
14316,4752,77,2
14317,4753,37,1
14318,4753,9,3
14319,4753,42,3
14320,4753,50,3
14321,4753,21,1
14322,4754,64,2
14323,4754,8,2
14324,4754,40,2
14325,4754,74,3
14326,4754,83,2
14327,4755,9,2
14328,4755,91,3
14329,4756,42,1
14330,4757,65,1
14331,4757,3,1
14332,4757,42,2
14333,4757,12,1
14334,4757,21,3
14335,4758,8,3
14336,4758,3,2
14337,4758,69,2
14338,4758,38,3
14339,4759,8,2
14340,4759,84,3
14341,4760,97,2
14342,4760,84,1
14343,4760,88,1
14344,4760,90,1
14345,4760,29,1
14346,4761,97,3
14347,4761,2,1
14348,4761,21,2
14349,4761,37,2
14350,4762,56,2
14351,4762,35,2
14352,4762,5,1
14353,4762,54,2
14354,4763,100,1
14355,4763,12,3
14356,4763,69,2
14357,4763,71,2
14358,4764,89,3
14359,4764,17,2
14360,4764,41,1
14361,4765,11,1
14362,4765,80,1
14363,4765,10,2
14364,4765,35,2
14365,4766,37,1
14366,4766,80,3
14367,4766,83,1
14368,4766,85,2
14369,4766,55,2
14370,4767,89,2
14371,4767,91,2
14372,4767,62,1
14373,4767,97,3
14374,4768,56,1
14375,4768,76,3
14376,4768,93,1
14377,4769,15,1
14378,4769,51,1
14379,4769,83,3
14380,4769,22,1
14381,4769,91,3
14382,4770,27,3
14383,4771,8,3
14384,4771,32,3
14385,4771,74,3
14386,4771,5,1
14387,4772,16,1
14388,4772,73,3
14389,4772,92,3
14390,4772,1,1
14391,4773,8,2
14392,4773,9,1
14393,4773,45,3
14394,4773,14,1
14395,4774,16,2
14396,4774,73,3
14397,4774,1,3
14398,4774,23,1
14399,4775,98,2
14400,4775,38,2
14401,4775,19,1
14402,4775,22,2
14403,4775,31,1
14404,4776,55,3
14405,4777,86,1
14406,4777,27,2
14407,4777,54,3
14408,4777,55,2
14409,4778,48,2
14410,4779,67,2
14411,4779,86,3
14412,4780,3,1
14413,4780,79,2
14414,4780,89,1
14415,4780,92,3
14416,4780,29,3
14417,4781,17,3
14418,4781,100,2
14419,4781,69,3
14420,4781,70,2
14421,4782,99,3
14422,4782,70,1
14423,4783,83,3
14424,4784,77,2
14425,4784,7,2
14426,4785,59,3
14427,4785,52,2
14428,4785,54,2
14429,4785,27,2
14430,4785,29,3
14431,4786,99,2
14432,4786,78,3
14433,4787,66,3
14434,4787,43,2
14435,4787,20,3
14436,4787,60,2
14437,4788,2,3
14438,4788,38,2
14439,4788,78,2
14440,4788,22,3
14441,4788,60,1
14442,4789,72,1
14443,4789,42,2
14444,4789,45,2
14445,4789,22,1
14446,4789,30,2
14447,4790,81,3
14448,4790,98,3
14449,4791,74,2
14450,4791,99,3
14451,4791,21,3
14452,4791,7,1
14453,4792,65,3
14454,4792,3,2
14455,4792,71,2
14456,4793,62,3
14457,4793,54,3
14458,4793,79,2
14459,4794,94,3
14460,4794,42,1
14461,4794,44,2
14462,4794,60,3
14463,4795,89,3
14464,4795,75,1
14465,4795,62,2
14466,4796,33,3
14467,4796,29,3
14468,4797,12,1
14469,4798,32,3
14470,4798,36,2
14471,4799,89,3
14472,4799,35,2
14473,4799,91,3
14474,4799,21,2
14475,4800,73,1
14476,4800,86,3
14477,4801,11,2
14478,4801,91,1
14479,4801,84,3
14480,4801,62,1
14481,4802,68,3
14482,4802,7,1
14483,4802,76,2
14484,4802,47,2
14485,4802,61,2
14486,4803,65,1
14487,4803,39,2
14488,4803,23,1
14489,4804,27,3
14490,4804,19,3
14491,4804,37,1
14492,4804,30,2
14493,4805,58,2
14494,4806,80,3
14495,4806,42,1
14496,4806,46,1
14497,4807,66,3
14498,4807,19,3
14499,4807,92,2
14500,4807,61,1
14501,4808,39,2
14502,4808,12,1
14503,4808,46,2
14504,4808,88,1
14505,4808,95,1
14506,4809,81,1
14507,4809,83,1
14508,4809,51,1
14509,4809,61,3
14510,4810,3,3
14511,4811,5,1
14512,4811,50,3
14513,4811,88,1
14514,4811,26,1
14515,4811,31,3
14516,4812,99,3
14517,4812,100,1
14518,4813,50,1
14519,4813,34,2
14520,4813,21,2
14521,4813,31,1
14522,4814,8,2
14523,4814,47,1
14524,4815,94,2
14525,4815,63,1
14526,4816,32,2
14527,4816,11,2
14528,4816,91,3
14529,4816,49,2
14530,4817,40,2
14531,4817,71,3
14532,4818,8,1
14533,4818,16,1
14534,4818,68,1
14535,4819,93,2
14536,4820,9,2
14537,4820,45,1
14538,4820,97,3
14539,4821,57,1
14540,4821,35,1
14541,4822,40,3
14542,4822,55,1
14543,4823,16,2
14544,4823,50,1
14545,4823,11,1
14546,4824,100,1
14547,4825,97,2
14548,4825,58,3
14549,4825,27,1
14550,4826,3,1
14551,4826,84,1
14552,4827,65,2
14553,4827,2,2
14554,4827,33,3
14555,4827,70,2
14556,4827,44,3
14557,4828,12,2
14558,4828,70,3
14559,4829,82,3
14560,4829,76,3
14561,4829,93,3
14562,4830,28,3
14563,4830,37,3
14564,4830,63,2
14565,4831,16,3
14566,4831,41,2
14567,4831,68,2
14568,4831,22,3
14569,4832,13,3
14570,4833,56,3
14571,4833,80,3
14572,4833,21,2
14573,4833,54,1
14574,4834,97,3
14575,4834,82,3
14576,4834,99,2
14577,4835,24,2
14578,4835,67,3
14579,4835,59,1
14580,4835,15,2
14581,4836,33,2
14582,4836,99,3
14583,4837,67,1
14584,4837,76,2
14585,4837,5,1
14586,4837,14,3
14587,4838,76,1
14588,4838,23,2
14589,4839,2,3
14590,4839,7,3
14591,4839,61,1
14592,4839,47,2
14593,4840,16,1
14594,4840,57,2
14595,4840,75,1
14596,4841,81,1
14597,4841,41,1
14598,4841,57,1
14599,4842,74,3
14600,4842,51,1
14601,4843,74,3
14602,4843,52,3
14603,4843,84,1
14604,4843,22,1
14605,4843,91,2
14606,4844,61,1
14607,4845,99,2
14608,4845,75,1
14609,4845,6,1
14610,4845,22,2
14611,4846,41,1
14612,4846,45,1
14613,4846,87,3
14614,4847,83,3
14615,4847,20,3
14616,4847,21,3
14617,4847,54,3
14618,4847,61,3
14619,4848,80,1
14620,4848,77,3
14621,4848,22,3
14622,4849,11,3
14623,4850,12,3
14624,4850,38,2
14625,4851,95,2
14626,4852,39,3
14627,4853,43,1
14628,4853,3,2
14629,4853,93,1
14630,4854,96,1
14631,4854,4,3
14632,4854,72,1
14633,4854,88,3
14634,4854,59,1
14635,4855,51,1
14636,4855,7,2
14637,4856,96,1
14638,4856,32,2
14639,4856,71,3
14640,4856,73,3
14641,4856,13,2
14642,4857,29,2
14643,4858,3,1
14644,4858,78,1
14645,4858,50,3
14646,4858,58,1
14647,4858,63,1
14648,4859,97,1
14649,4859,80,1
14650,4859,20,2
14651,4859,22,3
14652,4859,60,2
14653,4860,84,2
14654,4860,38,2
14655,4861,78,2
14656,4862,68,1
14657,4862,9,1
14658,4862,74,2
14659,4862,12,1
14660,4862,55,3
14661,4863,92,2
14662,4864,3,1
14663,4864,100,1
14664,4864,39,3
14665,4864,12,3
14666,4864,46,1
14667,4865,89,3
14668,4865,9,1
14669,4865,59,1
14670,4866,51,2
14671,4867,34,3
14672,4867,8,2
14673,4867,41,3
14674,4867,76,2
14675,4867,91,3
14676,4868,27,1
14677,4868,26,2
14678,4868,43,2
14679,4868,53,1
14680,4869,48,1
14681,4869,67,1
14682,4869,66,2
14683,4869,27,1
14684,4870,66,1
14685,4870,85,3
14686,4871,68,1
14687,4871,7,1
14688,4871,73,1
14689,4871,89,3
14690,4871,30,3
14691,4872,88,1
14692,4873,16,3
14693,4873,74,3
14694,4873,67,3
14695,4874,81,3
14696,4875,56,1
14697,4875,41,2
14698,4875,19,1
14699,4875,63,1
14700,4876,16,3
14701,4876,82,2
14702,4876,85,2
14703,4876,87,3
14704,4876,28,2
14705,4877,66,1
14706,4877,11,3
14707,4877,75,1
14708,4877,78,2
14709,4877,81,1
14710,4878,8,2
14711,4878,65,3
14712,4879,24,2
14713,4879,50,1
14714,4879,28,3
14715,4879,54,1
14716,4880,38,3
14717,4880,51,2
14718,4880,86,1
14719,4881,57,2
14720,4881,83,2
14721,4882,94,3
14722,4883,2,3
14723,4883,77,2
14724,4883,93,3
14725,4884,82,3
14726,4884,11,1
14727,4884,98,2
14728,4884,95,3
14729,4885,51,3
14730,4885,47,1
14731,4886,81,1
14732,4886,26,2
14733,4886,13,1
14734,4886,39,3
14735,4887,56,2
14736,4887,75,3
14737,4887,44,3
14738,4888,40,3
14739,4888,8,1
14740,4888,51,1
14741,4888,85,1
14742,4889,16,3
14743,4889,5,3
14744,4890,19,1
14745,4890,69,2
14746,4890,29,2
14747,4890,84,2
14748,4891,48,1
14749,4891,61,1
14750,4892,64,2
14751,4892,75,3
14752,4892,77,2
14753,4893,62,2
14754,4893,58,1
14755,4893,84,1
14756,4893,98,3
14757,4894,19,1
14758,4894,78,3
14759,4894,91,3
14760,4894,6,1
14761,4895,83,3
14762,4896,96,2
14763,4896,99,2
14764,4896,24,3
14765,4896,61,1
14766,4896,94,3
14767,4897,68,1
14768,4897,38,2
14769,4897,41,1
14770,4897,25,2
14771,4897,92,2
14772,4898,80,2
14773,4898,10,2
14774,4898,28,3
14775,4898,36,2
14776,4899,4,1
14777,4899,44,2
14778,4899,45,1
14779,4899,23,2
14780,4899,88,1
14781,4900,48,1
14782,4900,19,3
14783,4901,37,3
14784,4901,94,1
14785,4902,56,3
14786,4902,73,2
14787,4902,2,1
14788,4902,25,2
14789,4903,100,1
14790,4903,75,1
14791,4903,44,1
14792,4903,46,3
14793,4903,90,2
14794,4904,53,2
14795,4904,54,2
14796,4905,33,3
14797,4905,68,3
14798,4905,11,3
14799,4905,52,3
14800,4905,90,1
14801,4906,24,1
14802,4906,97,1
14803,4906,26,1
14804,4906,29,2
14805,4907,97,2
14806,4907,5,3
14807,4907,82,1
14808,4907,21,2
14809,4907,91,2
14810,4908,9,3
14811,4908,66,1
14812,4908,67,3
14813,4909,99,3
14814,4909,4,3
14815,4909,94,3
14816,4909,60,2
14817,4910,75,2
14818,4910,59,2
14819,4910,83,1
14820,4910,43,3
14821,4911,2,1
14822,4911,100,2
14823,4911,44,3
14824,4911,55,1
14825,4911,31,2
14826,4912,32,1
14827,4912,99,3
14828,4912,44,3
14829,4912,23,3
14830,4912,88,1
14831,4913,89,1
14832,4914,99,1
14833,4914,13,3
14834,4914,39,2
14835,4915,80,1
14836,4915,34,1
14837,4916,98,1
14838,4916,14,1
14839,4917,91,3
14840,4917,75,1
14841,4917,76,1
14842,4917,23,2
14843,4918,18,3
14844,4918,29,3
14845,4918,5,1
14846,4918,70,1
14847,4919,4,3
14848,4919,15,1
14849,4920,72,1
14850,4920,28,3
14851,4920,55,3
14852,4921,94,3
14853,4922,56,3
14854,4922,73,1
14855,4922,64,2
14856,4923,26,3
14857,4923,15,2
14858,4923,31,1
14859,4924,18,1
14860,4924,78,2
14861,4924,7,1
14862,4925,47,3
14863,4925,19,3
14864,4925,23,1
14865,4925,88,1
14866,4925,91,1
14867,4926,25,2
14868,4926,90,3
14869,4927,76,2
14870,4927,21,1
14871,4928,50,2
14872,4928,84,1
14873,4928,87,1
14874,4929,42,1
14875,4929,93,3
14876,4929,63,1
14877,4930,2,2
14878,4930,29,1
14879,4930,15,2
14880,4931,35,1
14881,4931,100,3
14882,4931,44,1
14883,4931,53,1
14884,4931,58,1
14885,4932,80,1
14886,4932,32,3
14887,4932,36,2
14888,4933,50,1
14889,4933,43,3
14890,4934,96,3
14891,4934,2,2
14892,4934,70,2
14893,4934,23,3
14894,4934,27,3
14895,4935,64,3
14896,4935,99,3
14897,4935,67,2
14898,4935,14,1
14899,4935,52,3
14900,4936,91,1
14901,4936,83,2
14902,4937,32,1
14903,4938,41,3
14904,4938,54,2
14905,4939,34,2
14906,4939,75,2
14907,4940,6,2
14908,4941,68,1
14909,4941,74,3
14910,4941,29,1
14911,4941,93,3
14912,4941,63,2
14913,4942,55,1
14914,4943,91,2
14915,4943,36,2
14916,4944,50,3
14917,4944,44,3
14918,4944,61,3
14919,4944,87,3
14920,4945,7,1
14921,4946,65,1
14922,4946,98,3
14923,4946,41,3
14924,4946,44,1
14925,4946,54,1
14926,4947,37,1
14927,4947,39,2
14928,4947,7,3
14929,4947,41,1
14930,4947,30,3
14931,4948,10,1
14932,4948,43,1
14933,4949,64,1
14934,4949,8,2
14935,4949,49,3
14936,4949,93,1
14937,4949,63,3
14938,4950,5,1
14939,4950,43,2
14940,4950,50,2
14941,4950,20,1
14942,4950,59,3
14943,4951,14,1
14944,4952,71,3
14945,4952,15,2
14946,4952,19,2
14947,4952,53,1
14948,4952,26,1
14949,4953,26,3
14950,4953,6,1
14951,4954,3,3
14952,4954,67,2
14953,4954,16,3
14954,4954,23,2
14955,4954,59,3
14956,4955,69,3
14957,4955,48,3
14958,4955,85,2
14959,4955,61,2
14960,4955,95,1
14961,4956,26,1
14962,4957,3,2
14963,4957,20,1
14964,4957,39,1
14965,4958,7,2
14966,4958,83,2
14967,4958,90,1
14968,4958,28,3
14969,4958,95,1
14970,4959,67,1
14971,4959,35,3
14972,4959,44,3
14973,4960,1,3
14974,4960,28,3
14975,4960,33,2
14976,4961,73,1
14977,4961,10,1
14978,4961,20,2
14979,4961,88,2
14980,4961,24,3
14981,4962,51,3
14982,4962,69,3
14983,4962,77,2
14984,4962,7,2
14985,4963,32,3
14986,4963,64,3
14987,4963,4,2
14988,4963,54,3
14989,4964,3,3
14990,4964,7,1
14991,4965,12,3
14992,4965,79,1
14993,4966,25,1
14994,4966,2,2
14995,4967,49,3
14996,4967,74,3
14997,4968,20,1
14998,4968,22,3
14999,4968,6,3
15000,4969,65,2
15001,4970,8,3
15002,4970,49,2
15003,4970,75,2
15004,4970,38,3
15005,4971,17,2
15006,4971,75,1
15007,4971,9,1
15008,4972,72,2
15009,4972,57,3
15010,4972,48,1
15011,4972,15,3
15012,4973,4,2
15013,4973,41,1
15014,4973,75,3
15015,4973,46,1
15016,4973,95,3
15017,4974,34,3
15018,4974,35,3
15019,4974,72,3
15020,4974,59,3
15021,4974,92,3
15022,4975,55,2
15023,4975,52,2
15024,4975,20,3
15025,4975,15,3
15026,4976,3,1
15027,4976,71,3
15028,4976,40,3
15029,4976,21,1
15030,4976,27,1
15031,4977,80,3
15032,4977,54,3
15033,4977,55,3
15034,4978,65,3
15035,4978,84,1
15036,4979,90,2
15037,4979,45,2
15038,4979,23,1
15039,4980,24,1
15040,4980,97,1
15041,4980,31,2
15042,4980,47,1
15043,4981,1,3
15044,4981,82,2
15045,4982,31,2
15046,4983,3,1
15047,4983,85,2
15048,4983,77,3
15049,4983,46,2
15050,4984,32,3
15051,4984,8,1
15052,4984,42,3
15053,4984,11,3
15054,4984,22,3
15055,4985,16,2
15056,4985,51,1
15057,4985,86,3
15058,4986,10,3
15059,4986,15,2
15060,4986,57,2
15061,4986,28,3
15062,4986,31,2
15063,4987,2,3
15064,4987,6,1
15065,4987,21,1
15066,4987,61,3
15067,4987,95,2
15068,4988,34,1
15069,4988,6,2
15070,4989,48,2
15071,4989,100,1
15072,4989,6,1
15073,4989,55,1
15074,4990,88,3
15075,4990,7,2
15076,4991,82,3
15077,4991,12,2
15078,4991,84,2
15079,4992,9,1
15080,4992,59,3
15081,4992,53,2
15082,4992,14,3
15083,4993,5,2
15084,4993,41,3
15085,4993,76,2
15086,4993,58,3
15087,4993,28,3
15088,4994,16,2
15089,4995,22,3
15090,4996,49,3
15091,4997,1,3
15092,4997,51,1
15093,4997,36,3
15094,4997,46,3
15095,4998,56,2
15096,4998,1,2
15097,4998,60,2
15098,4998,94,1
15099,4999,68,3
15100,5000,62,3
15101,5001,41,2
15102,5001,61,3
15103,5002,92,3
15104,5002,85,2
15105,5003,45,1
15106,5004,34,3
15107,5004,36,3
15108,5004,7,2
15109,5004,9,2
15110,5004,78,2
15111,5005,32,3
15112,5005,5,3
15113,5005,25,1
15114,5005,91,2
15115,5005,92,1
15116,5006,12,3
15117,5006,14,3
15118,5006,17,3
15119,5006,88,2
15120,5006,58,3
15121,5007,12,3
15122,5007,84,1
15123,5007,91,2
15124,5007,93,1
15125,5007,31,1
15126,5008,16,1
15127,5008,25,3
15128,5008,99,1
15129,5008,53,1
15130,5009,9,2
15131,5009,98,3
15132,5009,30,2
15133,5009,49,1
15134,5010,17,1
15135,5010,43,1
15136,5010,84,1
15137,5010,78,3
15138,5011,17,3
15139,5011,11,2
15140,5012,38,2
15141,5012,39,3
15142,5012,71,1
15143,5012,14,3
15144,5012,59,2
15145,5013,41,2
15146,5013,77,3
15147,5013,47,2
15148,5013,61,3
15149,5013,31,3
15150,5014,2,3
15151,5014,61,2
15152,5014,100,2
15153,5014,13,2
15154,5015,36,3
15155,5015,72,2
15156,5015,10,2
15157,5015,76,2
15158,5015,61,1
15159,5016,83,3
15160,5016,28,2
15161,5016,12,2
15162,5016,60,2
15163,5017,88,2
15164,5017,65,1
15165,5017,22,2
15166,5018,9,1
15167,5018,31,1
15168,5019,51,3
15169,5019,39,1
15170,5020,80,1
15171,5020,21,2
15172,5020,85,2
15173,5020,22,2
15174,5021,9,2
15175,5021,5,1
15176,5022,33,3
15177,5022,39,1
15178,5022,43,3
15179,5022,48,3
15180,5022,27,1
15181,5023,67,3
15182,5023,46,1
15183,5023,50,3
15184,5023,86,3
15185,5023,61,2
15186,5024,7,2
15187,5025,34,2
15188,5025,28,3
15189,5026,77,1
15190,5026,36,1
15191,5026,13,1
15192,5027,65,1
15193,5027,1,3
15194,5027,39,1
15195,5028,96,2
15196,5028,68,2
15197,5028,8,2
15198,5028,21,1
15199,5028,86,1
15200,5029,9,1
15201,5029,34,1
15202,5029,67,2
15203,5030,2,3
15204,5030,3,2
15205,5030,36,2
15206,5030,70,1
15207,5030,91,2
15208,5031,37,3
15209,5032,10,2
15210,5032,50,1
15211,5032,61,1
15212,5032,55,1
15213,5033,89,3
15214,5033,25,1
15215,5033,48,1
15216,5033,4,1
15217,5034,99,2
15218,5034,37,2
15219,5034,69,2
15220,5034,29,3
15221,5035,73,2
15222,5035,44,1
15223,5035,5,1
15224,5036,50,3
15225,5037,65,1
15226,5037,1,1
15227,5037,82,1
15228,5037,12,1
15229,5038,27,2
15230,5038,69,3
15231,5038,77,3
15232,5038,31,3
15233,5039,7,1
15234,5040,30,1
15235,5041,8,2
15236,5041,46,3
15237,5042,88,2
15238,5042,57,3
15239,5042,12,3
15240,5042,86,2
15241,5043,87,3
15242,5044,40,3
15243,5044,68,2
15244,5044,61,3
15245,5045,57,1
15246,5045,43,2
15247,5046,21,1
15248,5047,27,3
15249,5047,91,3
15250,5047,83,2
15251,5047,69,3
15252,5048,98,1
15253,5048,12,1
15254,5048,15,3
15255,5048,17,1
15256,5048,27,2
15257,5049,48,3
15258,5049,3,1
15259,5049,53,1
15260,5049,15,1
15261,5050,100,3
15262,5050,36,1
15263,5050,40,2
15264,5050,17,2
15265,5050,50,3
15266,5051,82,2
15267,5051,14,3
15268,5051,23,2
15269,5052,65,2
15270,5052,18,1
15271,5052,98,3
15272,5053,51,1
15273,5054,64,2
15274,5054,1,3
15275,5054,26,1
15276,5054,76,2
15277,5055,66,2
15278,5055,3,3
15279,5055,15,1
15280,5055,18,1
15281,5055,87,2
15282,5056,49,3
15283,5057,24,1
15284,5057,97,3
15285,5057,67,2
15286,5057,12,3
15287,5058,2,2
15288,5059,54,2
15289,5059,31,2
15290,5060,43,1
15291,5060,51,3
15292,5060,60,1
15293,5060,4,2
15294,5061,75,2
15295,5061,45,3
15296,5061,54,1
15297,5061,57,1
15298,5061,91,2
15299,5062,97,2
15300,5062,70,2
15301,5062,19,3
15302,5062,92,2
15303,5062,62,2
15304,5063,33,1
15305,5063,42,1
15306,5063,17,3
15307,5063,94,2
15308,5063,63,1
15309,5064,2,3
15310,5064,10,2
15311,5064,77,2
15312,5064,26,3
15313,5064,28,2
15314,5065,43,3
15315,5065,51,3
15316,5065,14,3
15317,5066,33,2
15318,5066,1,3
15319,5066,22,2
15320,5066,55,3
15321,5066,61,1
15322,5067,24,1
15323,5067,9,1
15324,5067,54,2
15325,5068,65,2
15326,5068,41,2
15327,5069,33,2
15328,5069,74,3
15329,5069,95,1
15330,5069,31,1
15331,5070,43,3
15332,5070,60,2
15333,5070,31,3
15334,5071,65,2
15335,5071,90,1
15336,5072,17,3
15337,5072,76,3
15338,5073,61,2
15339,5073,91,1
15340,5073,53,1
15341,5074,96,2
15342,5074,7,2
15343,5074,20,3
15344,5074,54,3
15345,5074,24,3
15346,5075,64,3
15347,5075,82,3
15348,5075,15,3
15349,5076,40,1
15350,5077,2,2
15351,5077,90,3
15352,5077,98,3
15353,5077,71,1
15354,5078,53,1
15355,5079,88,3
15356,5079,44,3
15357,5079,78,1
15358,5080,18,1
15359,5080,95,1
15360,5081,83,2
15361,5081,46,3
15362,5082,9,2
15363,5082,21,3
15364,5082,86,1
15365,5082,90,3
15366,5082,28,1
15367,5083,16,3
15368,5083,43,1
15369,5084,73,3
15370,5084,95,2
15371,5085,64,1
15372,5085,9,1
15373,5086,57,2
15374,5086,90,1
15375,5086,2,1
15376,5087,71,2
15377,5087,77,2
15378,5087,47,1
15379,5087,26,2
15380,5087,92,1
15381,5088,42,3
15382,5088,45,1
15383,5089,1,3
15384,5089,26,1
15385,5089,69,1
15386,5090,48,2
15387,5091,48,3
15388,5091,89,1
15389,5091,38,1
15390,5092,32,1
15391,5092,57,1
15392,5092,11,3
15393,5093,96,1
15394,5093,98,2
15395,5093,52,2
15396,5094,27,1
15397,5094,97,1
15398,5094,43,2
15399,5094,71,2
15400,5095,65,3
15401,5095,45,1
15402,5095,82,1
15403,5095,58,3
15404,5095,28,2
15405,5096,67,2
15406,5096,37,3
15407,5096,86,1
15408,5096,90,2
15409,5096,60,2
15410,5097,48,1
15411,5097,91,2
15412,5097,20,3
15413,5097,68,3
15414,5098,17,2
15415,5099,66,3
15416,5099,76,2
15417,5099,47,3
15418,5099,94,2
15419,5099,31,2
15420,5100,49,3
15421,5100,74,1
15422,5100,99,1
15423,5100,94,3
15424,5101,54,2
15425,5101,55,3
15426,5102,24,1
15427,5102,89,3
15428,5102,90,2
15429,5102,31,2
15430,5103,9,1
15431,5103,42,2
15432,5103,41,3
15433,5103,31,2
15434,5104,59,2
15435,5104,37,2
15436,5105,80,3
15437,5105,28,2
